   1.40380514       3.47931385E-02
   1.40380692       3.48764658E-02
   1.40380883       3.49598229E-02
   1.40381074       3.50431502E-02
   1.40381253       3.51264477E-02
   1.40381444       3.52097452E-02
   1.40381622       3.52930129E-02
   1.40381813       3.53762507E-02
   1.40382004       3.54594886E-02
   1.40382195       3.55426967E-02
   1.40382385       3.56259048E-02
   1.40382564       3.57091129E-02
   1.40382755       3.57922614E-02
   1.40382934       3.58754098E-02
   1.40383124       3.59585285E-02
   1.40383315       3.60416472E-02
   1.40383506       3.61247361E-02
   1.40383697       3.62078249E-02
   1.40383887       3.62908840E-02
   1.40384078       3.63739133E-02
   1.40384269       3.64569426E-02
   1.40384459       3.65399718E-02
   1.40384650       3.66229713E-02
   1.40384841       3.67059112E-02
   1.40385032       3.67888808E-02
   1.40385222       3.68718207E-02
   1.40385425       3.69547307E-02
   1.40385616       3.70376408E-02
   1.40385807       3.71204913E-02
   1.40385997       3.72033715E-02
   1.40386188       3.72862220E-02
   1.40386391       3.73690426E-02
   1.40386581       3.74518633E-02
   1.40386772       3.75346541E-02
   1.40386975       3.76174152E-02
   1.40387166       3.77001762E-02
   1.40387368       3.77829075E-02
   1.40387559       3.78656089E-02
   1.40387750       3.79483402E-02
   1.40387952       3.80310118E-02
   1.40388155       3.81136835E-02
   1.40388346       3.81963253E-02
   1.40388560       3.82789373E-02
   1.40388739       3.83615494E-02
   1.40388942       3.84441316E-02
   1.40389144       3.85267138E-02
   1.40389347       3.86092365E-02
   1.40389538       3.86917889E-02
   1.40389740       3.87743115E-02
   1.40389943       3.88568044E-02
   1.40390134       3.89392674E-02
   1.40390348       3.90217304E-02
   1.40390551       3.91041636E-02
   1.40390754       3.91865969E-02
   1.40390956       3.92689705E-02
   1.40391147       3.93513739E-02
   1.40391350       3.94337177E-02
   1.40391552       3.95160615E-02
   1.40391755       3.95983756E-02
   1.40391958       3.96806896E-02
   1.40392172       3.97629738E-02
   1.40392363       3.98452580E-02
   1.40392578       3.99274826E-02
   1.40392780       4.00097072E-02
   1.40392995       4.00919020E-02
   1.40393186       4.01740968E-02
   1.40393400       4.02562618E-02
   1.40393603       4.03383970E-02
   1.40393806       4.04205322E-02
   1.40394020       4.05026674E-02
   1.40394211       4.05847430E-02
   1.40394425       4.06667888E-02
   1.40394640       4.07488346E-02
   1.40394843       4.08308804E-02
   1.40395057       4.09128964E-02
   1.40395260       4.09948826E-02
   1.40395474       4.10768390E-02
   1.40395677       4.11587954E-02
   1.40395892       4.12407219E-02
   1.40396094       4.13226485E-02
   1.40396309       4.14045453E-02
   1.40396512       4.14863825E-02
   1.40396726       4.15682495E-02
   1.40396941       4.16500866E-02
   1.40397143       4.17318642E-02
   1.40397370       4.18136716E-02
   1.40397573       4.18954194E-02
   1.40397775       4.19771969E-02
   1.40398002       4.20589149E-02
   1.40398204       4.21406031E-02
   1.40398419       4.22222912E-02
   1.40398633       4.23039496E-02
   1.40398848       4.23856080E-02
   1.40399063       4.24672365E-02
   1.40399277       4.25488055E-02
   1.40399492       4.26304042E-02
   1.40399706       4.27119732E-02
   1.40399921       4.27935123E-02
   1.40400136       4.28750217E-02
   1.40400350       4.29565012E-02
   1.40400577       4.30379808E-02
   1.40400791       4.31194603E-02
   1.40401006       4.32008803E-02
   1.40401220       4.32823002E-02
   1.40401435       4.33636904E-02
   1.40401661       4.34450507E-02
   1.40401876       4.35264111E-02
